lyric_id,title,title_sinhala,title_english,artist,music,melody,lyrics_author,image_url,video_url,youtube_video_id,lyrics
216,සල් සපු නා - එච්. ආර්. ජෝතිපාල | Sal Sapu Na - H.R.Jothipala - sinhala lyrics,සල් සපු නා - එච්. ආර්. ජෝතිපාල,Sal Sapu Na - H.R.Jothipala - sinhala lyrics, එච්. ආර්. ජෝතිපාල,සරත් දසනායක,,කරුණාරත්න අබේසේකර,https://2.bp.blogspot.com/-hkaE-KsDxbE/UBl0rHKSy_I/AAAAAAAACHM/wzzGUaqHV0YxbEn3VuLIsYkkpnGVFZEUwCKgB/s1600/HR%2Bjothipala.jpg,https://www.youtube.com/embed/SAXhp5ux2NU,SAXhp5ux2NU,"\n
කුමුදු සමන් - මල් අතරේ..//\n
කිඩාරම් මලේ පවා..සුවඳ දිග හැරේ..\n
කිඩාරම් මලේ පවා..සුවඳ දිග හැරේ..\n
\n
පළිඟු රුවන් මිණිමුතු මෙන් පහන් දිලෙනවා..\n
එබඳු පහන් අඳුරු විමන් පහන් කරනවා..\n
වැලිතලේ - සැඟවිලා - රුවන් හැදෙනවා..\n
එය හැඟී නෙත මගේ කඳුළු සලනවා..\n
\n
සල් සපු නා - නිල් මහනෙල්..\n
\n
වීණාවෙන් බිළිඳු තතින් මිහිරි ස්වර වැයේ..\n
සුපෙම් හැඟුම් උපද්දවයි දුගී වුව ළයේ..\n
කළු වළා - වල පවා - රිදී ඉරි තියේ..\n
කිමද මේ නියදහම් අමතක ව ගියේ..\n
\n
සල් සපු නා - නිල් මහනෙල්..\n
\n
"
217,හීන තිබුනට කෝටියක් (බොර වෙලා) - ෂයාමෙන් දංගමුව | Heena Thibuna Kotiyak (Bora Wela) - Shyamen Dangamuwa - sinhlala lyrics,හීන තිබුනට කෝටියක් (බොර වෙලා) - ෂයාමෙන් දංගමුව,Heena Thibuna Kotiyak (Bora Wela) - Shyamen Dangamuwa - sinhlala lyrics,ෂ්‍යාමෙන් දංගමුව,දිනේෂ් දිසානායක,,සද්ධාමංගල සූරියබණ්ඩාර,,https://www.youtube.com/embed/YELK-p0-PCA,YELK-p0-PCA,"\n
බොරවෙලා දියවෙලා \n
ගලනවා ඔහෙ කානුවේ..\n
හොදත් නෑ නරකකුත් නෑ \n
මුකුත් නෑ මේ ජීවිතේ...\n
හීන තිබුනට කෝටියක්\n
අතේ නෑ එක රුපියලක්...//\n
\n
හිනාවෙන්නට බලන් හිටියට..\n
සැපක් ගැන හිත පෙරුම්පිරුවට..\n
අනුන්ගේ සැප බලෙන් උදුරන්.. \n
අපේ කරගත්තොත් මිසක්..\n
\n
අදත් නෑ හෙටත් නෑ - අපිට සැපතක් ලැබෙන්නෑ..//\n
හීන තිබුනට කෝටියක් - අතේ නෑ එක රුපියලක්...//\n
\n
ආදරේ හදපුරා දිව්වට\n
කිතිකැවී හිත බලන් හිටියට\n
දුන්න උදුරන් මල්සරාගෙන් \n
අපිම විදගත්තොත් මිසක්\n
\n
අදත් නෑ හෙටත් නෑ - අපිට ආදරේ ලැබෙන්නෑ..//\n
\n
කොරවෙලා දියවෙලා..\n
\n
"
218,ආශාවරී - කල්පන නයනමධු | Ashawari - Kalpana Nayanamadu - sinhala lyrics,ආශාවරී - කල්පන නයනමධු,Ashawari - Kalpana Nayanamadu - sinhala lyrics,කල්ප නයනමඩු,"ඉරාජ් වීරරත්න, පසන් ලියනගේ",,කැළුම් ශ්‍රීමාල්,,https://www.youtube.com/embed/7NcIoemaEJI,7NcIoemaEJI,"\n
\n
ආදර අඹරෝරෙදී ඔබ මා මඟ හැරගියදා..\n
කඳුලැලි සයුරෝරෙහි කාලය ගිලිහී ගියා..\n
මේ සඳකැල්මවත් මගෙ දුක දැක්කනම් එදා..\n
විදවන්න තිබුනා මට ඔබ සිහිකර මෙදා..\n
\n
අශාවරී ඔබේ නම පවා - මියුරුයි කියා සිතුවත් මෙදා..\n
අශාවරී ඔබ ඒ තරම් වියරුයි කියා - සිතන්න වත් මට බෑ මෙදා..\n
\n
ලස්සන දවසක සවසක හමුවී ඒ විසිතුරු උයනේ..\n
උණුසුම විද විද සුවසේ පෙරලී අද මා තුරුලේ..\n
හිනැහුනු - තරමට ඔබ අගෙයි..\n
වත මා ලඟ මුත් හිත ඈතක රැදුනේ..\n
\n
අශාවරී ඔබේ නම පවා - මියුරුයි කියා සිතුවත් මෙදා..\n
අශාවරී ඔබ ඒ තරම් වියරුයි කියා - සිතන්න වත් මට බෑ මෙදා..\n
\n
අවරට යන හිරු සඳ වාගෙම දෝ මා දුටුවේ..\n
වෙරලට එන රළ ආපසු යන බව නෑ දුටුවේ..\n
පහසම - පමණද පැතුවේ..\n
මා අත අත්හැර අතින් අතට යනෙනා ලදුනේ..\n
\n
අශාවරී ඔබේ නම පවා - මියුරුයි කියා සිතුවත් මෙදා..\n
අශාවරී ඔබ ඒ තරම් වියරුයි කියා - සිතන්න වත් මට බෑ මෙදා..\n
\n
"
219,ඩොප්පි නකින් - Funky Dirt | Doppi Nakin - Funky Dirt - sinhala lyrics,ඩොප්පි නකින් - Funky Dirt,Doppi Nakin - Funky Dirt - sinhala lyrics,Funky Dir‍t,ශෙනාල් මද්දුමගේ,, මුර්ශාර්ඩ් හුවයිස්,,https://www.youtube.com/embed/HSAV8eLiZU4,HSAV8eLiZU4,"\n
මගේ කෙල්ල ඇගෙ කඩ්ඩ පොලිශ්\n
අයියෝ ඇගෙ තාත්ත පොලිස්\n
අම්මෝ ඇගෙ අම්ම ඇලිස්\n
මාරු වෙයන්කෝ..වෙයන්\n
\n
ඩොප්පි නකින් ඩොප්පි නකින් ඩොප්පි නකින් ඩෝ..යමන්\n
ඩොප්පි නකින් ඩොප්පි නකින් got be kidding ඩෝ..වෙයන්\n
ඩොප්පි නකින් ඩොප්පි නකින් ඩොප්පි නකින් ඩෝ..යමන්\n
ඩොප්පි නකින් ඩොප්පි නකින් got be kidding ඩෝ..\n
\n
ආ..සාවරී මාගේ ප්‍රේමි සෘංගාරේ..\n
ඔබ හන්දා හෘර්දෙ යන්නෙ ආයාලේ..(ඩොප්පි නකින් ඩොප්පි නකින් )\n
ඔබ හන්දා හෘර්දෙ යන්නෙ ආයාලේ..(ඩොප්පි නකින් ඩොප්පි නකින් )\n
\n
මගේ ජීවන සයිකලේ බකල්..\n
එනවද යමු දාලා ඩබල්..\n
ඔයයි මමයි ලව්ලි කපල් වෙලා බලමුදෝ..බලමු \n
ඩොප්පි නකින් ඩොප්පි නකින් ඩොප්පි නකින් ඩෝ..යමන්\n
ඩොප්පි නකින් ඩොප්පි නකින් got be kidding ඩෝ..වෙයන්\n
ඩොප්පි නකින් ඩොප්පි නකින් ඩොප්පි නකින් ඩෝ..යමන්\n
ඩොප්පි නකින් ඩොප්පි නකින් got be kidding ඩෝ..\n
\n
ආ..සාවරී මගේ ප්‍රේමි සෘංගාරේ..\n
ඔබ හන්දා හෘර්දෙ යන්නෙ ආයාලේ..(ඩොප්පි නකින් ඩොප්පි නකින් )\n
ඔබ හන්දා හෘර්දෙ යන්නෙ ආයාලේ..\n
\n
උම්බලකඩ වට්ටක්කා කැකිරි දොඩම්...\n
දොඩම්..දොඩම් කැකිරි දොඩම්..කැකිරි දොඩම්\n
\n
කොටකලිසම් සකල බුජන්..\n
වෛයිවාරන විච්චූරන අපේ නාඩගම්..\n
to day money come හෙට නෑ බන්..\n
අපි අරන් ආවේ අරන් යන්නෙ කරපු පින් දහම්..//\n
\n
මගේ කෙල්ල ඇය දුරට ඇපල්..\n
අයියෝ ඇය ලඟට පැපොල්..\n
අයියෝ පෙම් සිහිනෙ කචල්..\n
මාරු වෙයන්කෝ...වෙයන්..\n
\n
ඩොප්පි නකින් ඩොප්පි නකින් ඩොප්පි නකින් ඩෝ..යමන්\n
ඩොප්පි නකින් ඩොප්පි නකින් got be kidding ඩෝ..වෙයන්\n
ඩොප්පි නකින් ඩොප්පි නකින් ඩොප්පි නකින් ඩෝ..යමන්\n
ඩොප්පි නකින් ඩොප්පි නකින් got be kidding ඩෝ..\n
\n
"
220,ආත්මෙදී - ජූඩ් රෝගන්ස් | Athmedi - Jude Rogans - sinhala lyrics,ආත්මෙදී - ජූඩ් රෝගන්ස්,Athmedi - Jude Rogans - sinhala lyrics,ජූඩ් රෝගන්ස්,චතුර වර්ණසේකර,, චතුර වර්ණසේකර,,https://www.youtube.com/embed/GNf0O1Vh4Dg,GNf0O1Vh4Dg,"\n
හංඟා තබා තියා ගමී..\n
හිත මැරුව වේදනා දැඩී..\n
උඩ ඉන්න දෙවිවරුත් නැතී..\n
කම්පා වෙලා නිසා අපී..\n
\n
රඟපෑවේ ඇයි ඔයා - මගෙමයි කියා..\n
පව්කාරියක් වුනේ ඇයි - හැරගොස් මෙමා..\n
ආත්මෙදී ලබන්න බෑ - මං වගේ කෙනෙක්..\n
ආයේ මං පතන්නෙ නෑ - ඔයා වගේ කෙනෙක්..//\n
\n
පහන දල්වා මළුවෙදී මේ අත්දෙකෙන් අල්ලා..\n
ඒත්තු දුන්නා ආදරෙන් ලංවෙන්න අපි දෙන්නා..\n
ලේ වලින් ඔබ ලියා - දුන් ලියුම් දිව්රලා..//\n
නිරපරාදේ මං හුඟක් විශ්වාස නම් කෙරුවා..\n
\n
ආත්මෙදී ලබන්න බෑ - මං වගේ කෙනෙක්..\n
ආයේ මං පතන්නෙ නෑ - ඔයා වගේ කෙනෙක්..//\n
\n
සානුකම්පාවෙන් බලන්නෙ මං ඔයා දිහා..\n
වෛරයක් නෑ පැහි පැහී තුන් හිතකවත් කිසිදා..\n
ජාති ජාතිත් ඔයා - ආයෙ නම් මට එපා..//\n
හිතෙනවා දැන් ඇයි ඔයා මට හමුවුනේ කියාල..\n
\n
ආත්මෙදී ලබන්න බෑ - මං වගේ කෙනෙක්..\n
ආයේ මං පතන්නෙ නෑ - ඔයා වගේ කෙනෙක්..//\n
\n
හංඟා තබා තියා ගමී..\n
\n
"
221,හඬනා තරම් - සේනානායක වෙරලියද්ද | Handana Tharam - Senanayaka Weraliyadda - sinhala lyrics,හඬනා තරම් - සේනානායක වෙරලියද්ද,Handana Tharam - Senanayaka Weraliyadda - sinhala lyrics, සේනානායක වෙරලියද්ද,උදාර සමරවීර,,යූ. පී. ප්‍රවීශ්,https://1.bp.blogspot.com/-vCd9Hj3LvuM/XRsyvw4iz8I/AAAAAAABxG4/f1NUPOLnD1YAPOq2-Nkqnnch6K1e-l8EACLcBGAs/s1600/senanayaka%2Bweraliyadda.jpg,https://www.youtube.com/embed/aqh8VVlGlWc,aqh8VVlGlWc,"\n
ඇයි ලංවුනේ ඇපි මේ තරම්..\n
වාවන්නේ නෑ මේ හිත මගේ..\n
මතකෙන් ඔබේ දැවෙනා තරම්..\n
එකට එක්වී දුටුව සිහිනේ..\n
මඟින් නවතා ඔබයි හැරුනේ..\n
අදහන්න බෑ..හැරයන්නෙ ඔබම ද කියා..\n
\n
හඬනා තරම් මේ හිත මගේ\n
හැරයන්නෙ නෑ ඔබ දනී නම්..\n
හඬනා තරම් මේ හිත මගේ..\n
හැරයන්නෙ නෑ ඔබ දනී නම්..\n
\n
හිතුවෙ ඔබ එක්ක ලොකු දුරක් යන්න\n
මතු මතුත් හැම භවේ..\n
වැටුනු මගෙ හිතට දිරිය දුන් ඔබම \n
යන්නෙ ඇයි මේ වගේ..\n
\n
හඬනා තරම් මේ හිත මගේ\n
හැරයන්නෙ නෑ ඔබ දනී නම්..//\n
\n
යනෙන හැම තැනම පසුපසින් ඇවිද\n
දිනුම දුන් මගෙ පන මගේ..\n
නැවත පැමිණේවි මටම හිමිවේවි\n
කියනවා හිත මගේ..\n
\n
හඬනා තරම් මේ හිත මගේ\n
හැරයන්නෙ නෑ ඔබ දනී නම්..//\n
\n
හමුවුනු තැනින්...\n
\n
"
222,සංසාරයේ පුරා - දිලීප සාරංග | Sansaraye Pura - Dileepa Saranga - sinhala lyrics,සංසාරයේ පුරා - දිලීප සාරංග,Sansaraye Pura - Dileepa Saranga - sinhala lyrics,දිලීප සාරංග,ප්‍රියාන් කාරියවසම්,,සශීම ඉඳුනිල්,,https://www.youtube.com/embed/UbiV0wKDivU,UbiV0wKDivU,"\n
සංසාරයේ පුරා - අපි වෙන් වෙලා ඇති..\n
ඔබ හින්ද මං හැම භවයෙදී විදවන්න ඇති..\n
මා හඬවලා යන්නට ගියා..\n
ඔබ තුටින් නම් මට ඇති...\n
\n
ඔයා මගෙ පණ කියා - මගේ විතරයි ඔයා..\n
කියා බොරු ගොත ගොතා - රැවටුවේ ඇයි මෙමා..\n
\n
පෙම් කල තරම් මහමෙර තරම්..\n
තව දන්නෙ නෑ ඔබ රත්තරන්..//\n
මැව් හීන මාගේ සුන්වී ගිහින්..\n
ඔබ ගිහින් මාගේ හුස්මත් අරන්..\n
\n
ඔයා මගෙ පණ කියා - මගේ විතරයි ඔයා..\n
කියා බොරු ගොත ගොතා - රැවටුවේ ඇයි මෙමා..\n
\n
ආගිය ගමන් අපෙ මතකයන්..\n
මා සිත දවයි ඔබෙ පෙම නමින්..//\n
මැව් හීන මාගේ සුන්වී ගිහින්..\n
ඔබ ගිහින් මාගේ හුස්මත් අරන්..\n
\n
සංසාරයේ පුරා - අපි වෙන් වෙලා ඇති..\n
ඔබ හින්ද මං හැම භවයෙදී විදවන්න ඇති..\n
මා හඬවලා යන්නට ගියා..\n
ඔබ තුටින් නම් මට ඇති...\n
\n
\n
"
223,"අහසින් එහා (ආදරණීය කතාවක්) - කසුන් කල්හාර, උරේශා රවිහාරි | Ahasin Eha (Aadaraneeya Kathawak) - Kasun Kalhara, Uresha Ravihari - sinhala lyrics","අහසින් එහා (ආදරණීය කතාවක්) - කසුන් කල්හාර, උරේශා රවිහාරි","Ahasin Eha (Aadaraneeya Kathawak) - Kasun Kalhara, Uresha Ravihari - sinhala lyrics", කසුන් කල්හාර සමඟින් උරේශා රවිහාරි,උදාර සමරවීර,,නිලාර් එන්. කාසිම්,https://1.bp.blogspot.com/-IXzIuv4VgLM/XS9Qk9SJvWI/AAAAAAABxl4/j2JHoVI_gyYHBBg5o-UEeHMtFV1FPieSwCLcBGAs/s1600/kasun%2Bkalhara%2B2.jpg,https://www.youtube.com/embed/0gOeHP3h5KQ,0gOeHP3h5KQ,"\n
\n
<a href=""//4.bp.blogspot.com/-OUc4o4BmYww/UptxQlRIuoI/AAAAAAAADqo/OBanwo1_Ny0/s200/uresha+ravihari.jpg"" imageanchor=""1"" style=""clear: left; float: left; margin-bottom: 1em; margin-right: 50em;""><img border=""0"" height=""200"" src=""https://4.bp.blogspot.com/-OUc4o4BmYww/UptxQlRIuoI/AAAAAAAADqo/OBanwo1_Ny0/s200/uresha+ravihari.jpg"" width=""200""/></a> \n
අහසින් එහා තරු මං දිගේ\n
පියඹන්න දැන් විහඟෙකු ලෙසින්..\n
අහසින් එහා සිහිනය දිගේ\n
පියඹන්න නම් ආසයි ඉතින්..\n
හිත කළඹමින් හැඟුමන් ඇවිත්..\n
ඔච්චම් කලේ කවදාක හෝ නොදැනුනු ලෙසින්\n
හද ගී පොතේ - සත්සර නැගේ - ඒ ආදරේ..\n
\n
සිතුවිලි කුසුම් විකසිත වෙමින් \n
මකරන්ද සුවඳින් පිරේ..\n
ඔබගේ හඬින් විවරණ අරන් \n
ජීවිතය ගීයක් වුනේ..\n
දවසක ඉතින් කිරුලක් දරන්\n
ඔබ එන්න රැජිනක් ලෙසින්..\n
හිත කළඹින් හැඟුමන් එඹී\n
ඔච්චම් කලේ කවදාක හෝ නොදැනුනු ලෙසින්..\n
\n
අහසින් එහා තරු මං දිගේ\n
පියඹන්න දැන් විහඟෙකු ලෙසින්..\n
අහසින් එහා සිහිනය දිගේ\n
පියඹන්න නම් ආසයි ඉතින්..\n
හිත කළඹමින් හැඟුමන් ඇවිත්..\n
ඔච්චම් කලේ කවදාක හෝ නොදැනුනු ලෙසින්\n
හද ගී පොතේ - සත්සර නැගේ - ඒ ආදරේ..\n
\n
"
224,ආලේ - ඩැඩී | Aaley - Daddy - Sinhala Lyrics,ආලේ - ඩැඩී,Aaley - Daddy - Sinhala Lyrics, ඩැඩී,"ඩැඩී, කවිශ්ක",,ඩැඩී,,https://www.youtube.com/embed/jzwW_Bi4NiQ,jzwW_Bi4NiQ,"\n
කළු පාට හමට දෙන්නෙ නැද්ද හාදුවක්..\n
අද ලස්සන උනෙ කොහොමද වෙනදට ටිකක්..\n
මනමාල කමට නෙමෙයි කලේ විහිළුවක්..\n
හදේ ගැඹුරේ සැගවී තිබෙනා..\n
\n
කල් යන්න යන්න පපුවට දැනෙනවා බයක්..\n
ලඟ ඉන්නා විට සිහින දකිමි කෝටියක්..\n
හිත රිද්දන විට උනනව කඳුළුත් ටිකක්..\n
හදේ ගැඹුරේ සැගවී තිබෙනා ඒ..\n
\n
ආලේ....නෑ.නේ...ඕනේ...\n
ආලේ....නෑ.නේ...ඕනේ... \n
\n
අපි ආදරේ කරනවා දැන් දිගුකාලයක්.. \n
බැරි උනාතාම අරන්දෙන්න මාලයක්..\n
තරහින් බලන්න එපා නැතුව ප්‍රේමයක්\n
හදේ ගැඹුරේ සඟවා නොතියා\n
\n
ඔය හිතෙන හිතෙන දේ කරන්න බෑ මටත්\n
ලඟ ඇත්තෙ ටිකයි ඉතිරි කරපු කාලයක්\n
අපි පවුල් වෙමුද අරගෙන පොඩි සාදයක්\n
හදේ ගැඹුරේ සඟවා නොතියා..ඒ\n
\n
ආලේ....නෑ.නේ...ඕනේ...\n
ආලේ....නෑ.නේ...ඕනේ...\n
\n
හාදු උනත් මුව ගාව නැතත්\n
කිසිදිනකදි නෑ තැවුනේ...\n
කාසි ගොඩක් මං ගාව නැතත්..\n
නැතුවද අගනේ ඔබටම බැදි මාගේ..\n
\n
 ආලේ....නෑ.නේ...ඕනේ...///\n
\n
"
225,දඟකාර හසපාන - චන්දන ලියනාරච්චි  |  Dangakara hasapana - Chandala Liyanarachchi - sinhala lyrics,දඟකාර හසපාන - චන්දන ලියනාරච්චි,Dangakara hasapana - Chandala Liyanarachchi - sinhala lyrics,චන්දන ලියනාරච්චි,", ගී පද  නිහාල් ගම්හේවා",,නිහාල් ගම්හේවා,https://4.bp.blogspot.com/-SmJnNAJHXcQ/UB1z2oEqcFI/AAAAAAAACJM/cCYuiAgysH4tJ__RGx2yPhwkFCytLxKowCPcB/s1600/chandana%2Bliyanarachchi.jpg,https://www.youtube.com/embed/Vi5OfoAW9wA,Vi5OfoAW9wA,"\n
කිමිදෙන්න සඳකැන් විලේ\n
හංස ගමනේ සිත සැලේවී\n
සැතපෙන්න හද මංතලේ\n
දඟකාර හසපාන හැඩකාරියක් සේ\n
කිමිදෙන්න සඳකැන් විලේ\n
\n
පෙම්වන්තයින් සේ හමුවන්න නිසි සේ\n
සිතකින් බැඳී ඉන්නෙමී\n
හද අරණේ දොර ඇරී ඔබට ඉඩ ඇති \n
මල්සර අතරේ බැල්මක රැඳිලා \n
ආරාධනා ඔබටමයි\n
\n
දඟකාර හසපාන හැඩකාරියක් සේ\n
කිමිදෙන්න සඳකැන් විලේ\n
හංස ගමනේ සිත සැලේවී\n
සැතපෙන්න හද මංතලේ\n
දඟකාර හසපාන හැඩකාරියක් සේ\n
කිමිදෙන්න සඳකැන් විලේ\n
\n
මධු මල් පිපේවී විහඟුන් ගයාවී\n
පිපී මල් පරමල් නොවේවී\n
කවියක් සේ දැවටිලා ඔබ වෙත එන්නම් \n
සුවඳක දැවටී සුළඟේ පාවී \n
හද සනසනු හංස ලතාවී\n
\n
දඟකාර හසපාන හැඩකාරියක් සේ\n
කිමිදෙන්න සඳකැන් විලේ\n
හංස ගමනේ සිත සැලේවී\n
සැතපෙන්න හද මංතලේ\n
දඟකාර හසපාන හැඩකාරියක් සේ\n
කිමිදෙන්න සඳකැන් විලේ\n
\n
\n
"
226,මගේ ගිටාරේ අරගෙන වැයූ - ඉන්දික රුවන් (රූනි) | Mage Gitare Aragena Wayu - Roony (Indika Ruwan) - sinhala lyrics,මගේ ගිටාරේ අරගෙන වැයූ - ඉන්දික රුවන් (රූනි),Mage Gitare Aragena Wayu - Roony (Indika Ruwan) - sinhala lyrics,ඉන්දික රුවන් (රූනි),දර්ශන රුවන් දිසානායක,ක එතී,චරිත දිසානායක,,https://www.youtube.com/embed/HRgQ4LXev_s,HRgQ4LXev_s,"\n
\n
මගේ ගිටාරේ අරගෙන වැයූ - එක ආදර තනුවක එතී\n
ඒ ලස්සන නිල් ඇස් දෙක - ඇවිදින් අද මගෙ තුරුලට\n
ඒ ලස්සන ඇස් දෙක සිත්තම් කල රූ රෝමේ පුරා තිබුනා\n
මෝශඩ්ගේ බීතෝවන්ගේ සිම්ෆොනි ඔපෙරා අතර ඇයත් සිටියා..\n
\n
අන්තොනෙල්ලා මම දකින්නේ ආදර හීනයක්..\n
නියන්ඩතා මිටියාවතේ ඉස්සර මා පැතූ..\n
ඒ ගිටාරේ වැයෙන්නෙ අපේම කතන්දරේ..\n
ඒ ලස්සන ඇස් දෙක සිත්තම් කල රූ රෝමේ පුරා තිබුනා\n
මෝශඩ්ගේ බීතෝවන්ගේ සිම්ෆොනි ඔපෙරා අතර ඇයත් සිටියා\n
\n
මගේ ගිටාරේ අරගෙන...\n
\n
අන්තොනෙල්ලා මම දකින්නේ කවද්ද ආයෙමත්..\n
ඔබෙ තුරුල්ලේ නිදන්න ගයන්න වයන්න ආදරෙන්..\n
මේ ගිටාරේ වැයෙන්නෙ අපේම කතන්දරේ..\n
ඒ ලස්සන ඇස් දෙක සිත්තම් කල රූ රෝමේ පුරා තිබුනා\n
මෝශඩ්ගේ බීතෝවන්ගේ සිම්ෆොනි ඔපෙරා අතර ඇයත් සිටියා\n
\n
මගේ ගිටාරේ අරගෙන...\n
\n
"
227,"සිතුම් පැතුම් සඳ ආදරේ - ජෝතිපාල, ඇන්ජලින් | Sithum pathum sanda adare - Jothipala, Anjalin - sinhala lyrics","සිතුම් පැතුම් සඳ ආදරේ - ජෝතිපාල, ඇන්ජලින්","Sithum pathum sanda adare - Jothipala, Anjalin - sinhala lyrics","එච්.ආර්. ජෝතිපාල, ඇන්ජලින් ගුණතිලක",පී.එල්.ඒ. සෝමපාල,,ප්‍රේමකීර්ති ද අල්විස්,https://2.bp.blogspot.com/-eNQDMvW4rwU/WETXzHbhRTI/AAAAAAAAEow/yR2ua4OSYmY8JOlXZJ122yeWYithl4YMACLcB/s1600/hr%2Bjothipala%2Band%2Banjalin%2Bgunathilaka.jpg,https://www.youtube.com/embed/FwByPQE5zFI,FwByPQE5zFI,"\n
මහදේ සොඳුරු අහසේ අනාගතේ //\n
සිතුම් පැතුම් සඳ ආදරේ උදා වේවා\n
මහදේ සොඳුරු අහසේ අනාගතේ\n
\n
පැණි සොයමින් බඹරුන් එනවා\n
පැණි බී යළි උන් ඉගිලෙනවා\n
පැණි සොයමින් බඹරුන් එනවා\n
පැණි බී මල වට ඉගිලෙනවා\n
\n
තනි වුණු කතරක මා ඉන්නේ\n
කෙළෙසද පිය මැන පිටවන්නේ\n
තනි වුණු කතරක මා ඉන්නේ\n
ඔබ සමගිනි මා පිටවන්නේ\n
\n
සිතුම් පැතුම් සඳ ආදරේ උදා වේ දෝ\n
මහදේ සොඳුරු අහසේ අනාගතේ\n
සිතුම් පැතුම් සඳ ආදරේ උදා වේවා\n
මහදේ සොඳුරු අහසේ අනාගතේ\n
\n
හදවත විල් දිය චංචල වේ\n
ගැඹුරට මගෙ නෙත සිත යොමුවේ\n
හදවත විල් දිය චංචල වේ\n
ගැඹුරෙහි වැලි මත මුතු හමුවේ\n
\n
සැතපෙන කල දුටු නිදි යහනේ\n
එළි වෙයි දෝ මේ දුටු සිහිනේ\n
සැතපෙන කල දුටු නිදි යහනේ \n
එළිවෙනවා රෑ දුටු සිහිනේ\n
\n
සිතුම් පැතුම් සඳ ආදරේ උදා වේ දෝ\n
මහදේ සොඳුරු අහසේ අනාගතේ\n
සිතුම් පැතුම් සඳ ආදරේ උදා වේවා\n
මහදේ සොඳුරු අහසේ අනාගතේ\n
\n
මහදේ සොඳුරු අහසේ අනාගතේ ///\n
\n
\n
"
228,හම්බන්තොට මහින්ද පොළොන්නරුවෙ සිරිසේන - FTT  ‍|  Hambanthota mahinda Polonnaruwe Sirisena - sinhala lyrics,හම්බන්තොට මහින්ද පොළොන්නරුවෙ සිරිසේන - FTT  ‍,Hambanthota mahinda Polonnaruwe Sirisena - sinhala lyrics,", සංගීතය, ගී පද  FTT",", ගී පද  FTT",,FTT,https://4.bp.blogspot.com/-i50KEDFnHsU/WETTPcSV3RI/AAAAAAAAEoo/Q_8_Bm4rshQ2pQ6gcKJmgvjOcGdWz0aNACLcB/s1600/ftt.jpg,https://www.youtube.com/embed/2rXO5Nv-ydo,2rXO5Nv-ydo,"\n
පොළොන්නරුවෙ සිරිසේන\n
හොරගොල්ලෙ චන්ද්‍රිකා\n
කළුතර රාජිත රෝහිත වෙල්ගම\n
බෙන්තොට ගීතක්කා //\n
\n
නුවර තොන්ඩමන් මොරටුවෙ ජීවන්\n
නුවර තොන්ඩමන් මොරටුවෙ ජීවන්\n
ඩග්ලස් යාපනේ ඩග්ලස් යාපනේ\n
බුද්ධික පතිරණ සාගල මංගල මාතර\n
රනිල් කොළඹ බං\n
ජෝන් පවිත්‍රා රන්තපුරේ\n
දුමින්ද අනුරාධපුරේ\n
\n
හම්බන්තොට මහින්ද\n
පොළොන්නරුවෙ සිරිසේන\n
හොරගොල්ලෙ චන්ද්‍රිකා\n
කළුතර රාජිත රෝහිත වෙල්ගම\n
බෙන්තොට ගීතක්කා\n
\n
හම්බන්තොට මහින්ද\n
පොළොන්නරුවෙ සිරිසේන\n
හොරකෙරුවෙ චන්ද්‍රිකා\n
කළුතර රාජිත රෝහිත වෙල්ගම\n
බෙන්තොට හරි අක්කා\n
\n
කොළොන්නාවෙදී හිරුණිකා හිදී\n
කොළොන්නාවෙදී ඩිෆෙන්ඩර් හිරුණිකා හිඳි\n
රෝසී කොයිබදෝ රෝසී කොයිබදෝ\n
පාඨලි හර්ෂ වීරවංශ \n
ගම්මන්පිල කොළඹ බං\n
වාසුදේව රත්නපුරේ\n
එස් එම් අනුරාධපුරේ\n
\n
හම්බන්තොට මහින්ද\n
පොළොන්නරුවෙ සිරිසේන\n
විල්පත්තුවෙ බදුර්දීන්\n
....\n
....\n
\n
\n
"
229,සිහින සතක් දුටුවෙමි මම - වික්ටර් රත්නායක | Sihina Sathak Dutuwemi - Victor Rathnayake - sinhala lyrics,සිහින සතක් දුටුවෙමි මම - වික්ටර් රත්නායක,Sihina Sathak Dutuwemi - Victor Rathnayake - sinhala lyrics, වික්ටර් රත්නායක,වික්ටර් රත්නායක,,ප්‍රේමකීර්ති ද අල්විස්,,https://www.youtube.com/embed/pinr4XBSsPo,pinr4XBSsPo,"\n
සිහින සතක් දුටුවෙමි මම \n
සත් දවසක් එක විලසින්\n
එක සිහිනෙක ඔබ දුටුවා \n
සිඟන්නියක සේ...\n
සිඟන්නියක සේ...//\n
\n
ඔබ මගේ පැල්පතට පැමිණ\n
ආයාචනයක් කරමින්..\n
ජීවත් වන්නට කිසිවක් \n
ඉල්ලා සිටියා..\n
\n
කිසිවක් දෙන්නට මට නැත\n
තිබුනේ පිරිසිදු හදවත..\n
සිඟන්නියේ එය ඔබ හට \n
දුන්නා මතකයි..\n
\n
එදා මගේ හද අරගත් \n
ඔබ අද මට වැඩි පොහොසත්..\n
ඒ හින්දා මටත් එලෙස \n
පිහිට වනු මැනේ..\n
පිහිට වනු මැනේ..\n
\n
"
